timestamp,open,high,low,close,volume
2023-07-26 13:00:00,29217.3,29321.4,29217.2,29295.3,12980.101
2023-07-26 14:00:00,29295.3,29349.3,29189.8,29255.2,16191.723
2023-07-26 15:00:00,29255.1,29326.6,29252.7,29307.2,8129.338
2023-07-26 16:00:00,29307.3,29355.0,29256.5,29290.0,12881.154
2023-07-26 17:00:00,29290.0,29313.3,29222.8,29249.7,9034.636
2023-07-26 18:00:00,29249.7,29500.0,29212.8,29363.3,47295.743
2023-07-26 19:00:00,29363.4,29392.0,29172.0,29390.3,25203.697
2023-07-26 20:00:00,29390.3,29670.5,29372.4,29562.2,40975.716
2023-07-26 21:00:00,29562.1,29646.2,29412.0,29453.4,19936.783
2023-07-26 22:00:00,29453.5,29497.7,29411.5,29456.6,9912.497
2023-07-26 23:00:00,29456.6,29529.6,29260.0,29336.0,19860.521
2023-07-27 00:00:00,29336.0,29350.0,29286.2,29341.9,6717.365
2023-07-27 01:00:00,29342.0,29400.7,29324.1,29384.3,6410.669
2023-07-27 02:00:00,29384.3,29430.0,29331.7,29420.4,4831.091
2023-07-27 03:00:00,29420.5,29436.7,29388.1,29388.1,4290.638
2023-07-27 04:00:00,29388.1,29477.3,29388.1,29473.9,6863.274
2023-07-27 05:00:00,29473.9,29485.9,29442.7,29446.0,6732.993
2023-07-27 06:00:00,29446.0,29468.2,29366.0,29368.5,7083.088
2023-07-27 07:00:00,29368.5,29455.4,29367.1,29396.9,6977.338
2023-07-27 08:00:00,29396.9,29459.7,29380.0,29455.8,7369.009
2023-07-27 09:00:00,29455.9,29558.4,29450.3,29529.4,11769.819
2023-07-27 10:00:00,29529.5,29544.5,29455.5,29466.3,9599.64
2023-07-27 11:00:00,29466.2,29514.0,29453.2,29493.9,5316.063
2023-07-27 12:00:00,29494.0,29495.1,29442.6,29486.5,6439.884
2023-07-27 13:00:00,29486.5,29494.8,29417.3,29430.6,8642.153
2023-07-27 14:00:00,29430.5,29432.2,29304.1,29336.0,18399.614
2023-07-27 15:00:00,29335.9,29351.0,29218.1,29278.0,21802.398
2023-07-27 16:00:00,29278.0,29324.5,29247.0,29263.7,9944.539
2023-07-27 17:00:00,29263.7,29283.4,29162.0,29209.7,14861.556
2023-07-27 18:00:00,29209.8,29240.5,29065.5,29131.6,27371.431
2023-07-27 19:00:00,29131.5,29167.0,29090.0,29152.6,11464.896
2023-07-27 20:00:00,29152.6,29182.6,29117.7,29133.5,6261.989
2023-07-27 21:00:00,29133.6,29220.0,29124.4,29169.5,5643.939
2023-07-27 22:00:00,29169.5,29225.0,29169.5,29186.7,4412.803
2023-07-27 23:00:00,29186.6,29216.8,29167.0,29209.7,4170.345
2023-07-28 00:00:00,29209.8,29299.9,29197.6,29255.9,7071.009
2023-07-28 01:00:00,29256.0,29284.8,29240.1,29247.8,4046.807
2023-07-28 02:00:00,29247.8,29252.0,29171.3,29217.3,5160.791
2023-07-28 03:00:00,29217.3,29279.6,29189.4,29239.8,6993.799
2023-07-28 04:00:00,29239.8,29255.5,29207.6,29249.4,3379.733
2023-07-28 05:00:00,29249.4,29253.4,29142.3,29172.0,5870.97
2023-07-28 06:00:00,29172.0,29194.3,29150.0,29175.5,3825.153
2023-07-28 07:00:00,29175.5,29185.6,29125.5,29126.9,6145.145
2023-07-28 08:00:00,29126.9,29176.9,29114.1,29142.0,7508.005
2023-07-28 09:00:00,29141.9,29227.0,29112.8,29203.2,8163.525
2023-07-28 10:00:00,29203.2,29224.0,29190.6,29208.9,5043.084
2023-07-28 11:00:00,29208.9,29239.4,29183.9,29195.3,4541.288
2023-07-28 12:00:00,29195.4,29320.0,29192.5,29295.0,12276.753
2023-07-28 13:00:00,29294.9,29309.9,29235.5,29276.8,9263.089
2023-07-28 14:00:00,29276.8,29522.0,29276.8,29475.7,41128.262
2023-07-28 15:00:00,29475.6,29535.7,29336.5,29379.0,30403.159
2023-07-28 16:00:00,29379.0,29391.6,29322.7,29346.8,12121.847
2023-07-28 17:00:00,29346.9,29346.9,29180.6,29245.4,22117.141
2023-07-28 18:00:00,29245.3,29324.5,29230.0,29297.7,9313.477
2023-07-28 19:00:00,29297.7,29322.2,29271.1,29303.4,4603.246
2023-07-28 20:00:00,29303.5,29330.0,29267.3,29329.8,3678.747
2023-07-28 21:00:00,29329.9,29358.0,29294.6,29297.3,3851.165
2023-07-28 22:00:00,29297.4,29304.6,29276.1,29282.8,2583.468
2023-07-28 23:00:00,29282.8,29316.7,29282.7,29299.9,2210.204
2023-07-29 00:00:00,29300.0,29336.0,29280.6,29310.0,2840.565
2023-07-29 01:00:00,29310.0,29369.4,29306.0,29367.6,3375.926
2023-07-29 02:00:00,29367.6,29381.4,29349.5,29361.6,3664.402
2023-07-29 03:00:00,29361.6,29373.7,29350.0,29355.7,2198.322
2023-07-29 04:00:00,29355.6,29397.9,29351.6,29367.2,3315.67
2023-07-29 05:00:00,29367.2,29370.3,29332.8,29356.1,3287.567
2023-07-29 06:00:00,29356.0,29356.1,29315.2,29336.6,3125.633
2023-07-29 07:00:00,29336.6,29341.9,29271.7,29283.0,6740.057
2023-07-29 08:00:00,29283.0,29321.1,29237.5,29287.4,7948.457
2023-07-29 09:00:00,29287.4,29291.1,29250.3,29271.8,3625.584
2023-07-29 10:00:00,29271.8,29285.8,29250.3,29264.7,3106.167
2023-07-29 11:00:00,29264.7,29294.9,29253.2,29253.2,3122.732
2023-07-29 12:00:00,29253.2,29321.0,29246.2,29281.4,7704.394
2023-07-29 13:00:00,29281.3,29334.4,29277.0,29283.7,5733.168
2023-07-29 14:00:00,29283.8,29308.5,29263.2,29271.7,2851.286
2023-07-29 15:00:00,29271.7,29285.0,29270.0,29284.8,2587.329
2023-07-29 16:00:00,29284.8,29301.3,29277.4,29296.3,2278.248
2023-07-29 17:00:00,29296.3,29322.0,29283.6,29310.4,3166.716
2023-07-29 18:00:00,29310.5,29322.5,29276.0,29297.1,2907.159
2023-07-29 19:00:00,29297.1,29340.0,29297.0,29328.0,3656.078
2023-07-29 20:00:00,29328.0,29368.8,29328.0,29338.7,4089.427
2023-07-29 21:00:00,29338.8,29355.0,29336.5,29339.2,2110.273
2023-07-29 22:00:00,29339.3,29354.4,29335.8,29341.2,1893.324
2023-07-29 23:00:00,29341.2,29358.8,29338.0,29339.1,1772.235
2023-07-30 00:00:00,29339.1,29345.9,29304.6,29337.0,3084.444
2023-07-30 01:00:00,29336.9,29336.9,29310.7,29313.0,1760.761
2023-07-30 02:00:00,29313.0,29314.9,29292.0,29299.8,2766.633
2023-07-30 03:00:00,29299.9,29310.0,29297.4,29300.2,1577.214
2023-07-30 04:00:00,29300.1,29316.7,29299.5,29309.5,1995.956
2023-07-30 05:00:00,29309.6,29317.5,29296.0,29296.7,1699.388
2023-07-30 06:00:00,29296.8,29298.5,29251.9,29272.9,5251.354
2023-07-30 07:00:00,29272.9,29286.2,29261.1,29280.0,2275.076
2023-07-30 08:00:00,29280.1,29298.2,29278.0,29285.2,3805.536
2023-07-30 09:00:00,29285.1,29288.9,29261.2,29269.9,3317.841
2023-07-30 10:00:00,29270.0,29278.3,29211.2,29269.6,4999.992
2023-07-30 11:00:00,29269.6,29318.1,29243.0,29301.3,8382.633
2023-07-30 12:00:00,29301.3,29317.7,29292.1,29307.4,4185.895
2023-07-30 13:00:00,29307.3,29310.6,29260.0,29273.3,3681.417
2023-07-30 14:00:00,29273.4,29430.0,29273.3,29377.2,13055.723
2023-07-30 15:00:00,29377.2,29442.5,29293.8,29337.1,19733.608
2023-07-30 16:00:00,29337.2,29399.5,29316.0,29367.4,8297.157
2023-07-30 17:00:00,29367.5,29389.0,29342.5,29385.1,3650.23
2023-07-30 18:00:00,29385.2,29389.0,29331.1,29342.1,3405.572
2023-07-30 19:00:00,29342.2,29348.0,29100.0,29187.2,22278.21
2023-07-30 20:00:00,29187.2,29264.6,29006.0,29255.5,30156.593
2023-07-30 21:00:00,29255.6,29255.6,29164.4,29195.1,6832.991
2023-07-30 22:00:00,29195.2,29198.9,29130.8,29145.8,5592.66
2023-07-30 23:00:00,29145.9,29274.0,29142.3,29271.1,8114.369
2023-07-31 00:00:00,29271.2,29525.8,29250.0,29449.7,24908.939
2023-07-31 01:00:00,29449.7,29478.0,29368.0,29442.4,10804.691
2023-07-31 02:00:00,29442.4,29486.0,29413.8,29448.6,7367.286
2023-07-31 03:00:00,29448.6,29458.5,29393.7,29411.8,6538.72
2023-07-31 04:00:00,29411.8,29423.7,29365.3,29388.9,6091.08
2023-07-31 05:00:00,29389.0,29410.0,29343.0,29367.9,5359.417
2023-07-31 06:00:00,29367.8,29434.5,29353.8,29400.1,5360.16
2023-07-31 07:00:00,29400.1,29402.7,29362.3,29363.7,3103.125
2023-07-31 08:00:00,29363.8,29411.5,29340.6,29384.2,5662.16
2023-07-31 09:00:00,29384.3,29384.3,29317.4,29376.8,6765.88
2023-07-31 10:00:00,29376.9,29400.0,29362.0,29378.5,3803.352
2023-07-31 11:00:00,29378.5,29395.9,29370.4,29395.9,2999.842
2023-07-31 12:00:00,29395.8,29461.4,29380.0,29456.9,9924.829
2023-07-31 13:00:00,29456.9,29459.6,29294.4,29352.6,16029.096
2023-07-31 14:00:00,29352.7,29355.9,29250.1,29290.0,16135.314
2023-07-31 15:00:00,29290.0,29330.1,29208.9,29231.3,16128.948
2023-07-31 16:00:00,29231.3,29256.7,29155.0,29215.1,17025.746
2023-07-31 17:00:00,29215.0,29263.0,29130.6,29204.8,14482.522
2023-07-31 18:00:00,29204.9,29207.4,29130.6,29180.2,8936.874
2023-07-31 19:00:00,29180.2,29229.5,29100.0,29146.5,10004.397
2023-07-31 20:00:00,29146.4,29249.0,29102.3,29194.5,13962.278
2023-07-31 21:00:00,29194.5,29285.3,29144.8,29230.6,10977.809
2023-07-31 22:00:00,29230.6,29232.1,29186.0,29199.6,4243.308
2023-07-31 23:00:00,29199.5,29229.8,29173.4,29220.8,3765.949
2023-08-01 00:00:00,29220.8,29277.0,29200.9,29272.3,4934.266
2023-08-01 01:00:00,29272.3,29337.3,29155.3,29185.7,12283.595
2023-08-01 02:00:00,29185.7,29207.2,28684.7,28917.4,49867.433
2023-08-01 03:00:00,28917.4,28942.2,28800.0,28820.1,21381.654
2023-08-01 04:00:00,28820.1,28917.4,28785.3,28852.2,15579.996
2023-08-01 05:00:00,28852.2,28914.3,28839.2,28910.6,7580.32
2023-08-01 06:00:00,28910.5,28959.0,28891.9,28900.1,8482.13
2023-08-01 07:00:00,28900.1,28931.2,28882.4,28921.2,7162.153
2023-08-01 08:00:00,28921.2,28986.5,28896.9,28983.7,6875.45
2023-08-01 09:00:00,28983.8,28985.9,28912.8,28916.9,5903.094
2023-08-01 10:00:00,28916.8,28935.0,28880.1,28915.4,6733.379
2023-08-01 11:00:00,28915.5,28919.5,28850.1,28853.0,6800.369
2023-08-01 12:00:00,28852.9,28920.0,28715.0,28867.9,22506.376
2023-08-01 13:00:00,28867.9,28906.5,28852.6,28857.0,7438.17
2023-08-01 14:00:00,28857.0,28894.0,28772.6,28816.3,12798.888
2023-08-01 15:00:00,28816.4,28973.6,28550.0,28942.9,50185.272
2023-08-01 16:00:00,28943.0,29046.2,28850.2,28922.1,28911.002
2023-08-01 17:00:00,28922.2,28975.7,28916.0,28941.4,7971.152
2023-08-01 18:00:00,28941.5,29269.0,28941.5,29261.5,34600.886
2023-08-01 19:00:00,29261.4,29330.0,29201.1,29263.6,26878.081
2023-08-01 20:00:00,29263.5,29299.4,29170.0,29221.3,13583.72
2023-08-01 21:00:00,29221.2,29315.0,29182.0,29235.0,9343.64
2023-08-01 22:00:00,29235.1,29244.9,29188.7,29242.8,4698.263
2023-08-01 23:00:00,29242.9,29735.0,29239.4,29701.2,69829.354
2023-08-02 00:00:00,29701.2,29835.0,29673.6,29816.8,50073.392
2023-08-02 01:00:00,29816.7,30059.9,29778.0,29835.6,41354.861
2023-08-02 02:00:00,29835.6,29873.8,29777.0,29799.9,18379.529
2023-08-02 03:00:00,29799.9,29809.9,29607.6,29622.5,23825.316
2023-08-02 04:00:00,29622.5,29719.5,29575.2,29667.3,17604.012
2023-08-02 05:00:00,29667.3,29668.1,29590.1,29645.1,8492.07
2023-08-02 06:00:00,29645.1,29684.6,29552.3,29552.4,9476.601
2023-08-02 07:00:00,29552.3,29643.7,29550.0,29570.1,9725.787
2023-08-02 08:00:00,29570.2,29571.0,29360.0,29481.5,40734.058
2023-08-02 09:00:00,29481.5,29490.0,29410.6,29443.0,13486.414
2023-08-02 10:00:00,29443.0,29532.1,29430.8,29525.0,9047.711
2023-08-02 11:00:00,29525.0,29565.4,29489.4,29552.9,11896.781
2023-08-02 12:00:00,29552.8,29599.0,29450.2,29451.1,15257.946
2023-08-02 13:00:00,29451.0,29455.3,29331.3,29402.6,22139.147
2023-08-02 14:00:00,29402.7,29405.5,29240.0,29263.0,30809.159
2023-08-02 15:00:00,29263.0,29357.6,29156.0,29312.6,29711.374
2023-08-02 16:00:00,29312.5,29357.0,28906.3,29014.2,56589.953
2023-08-02 17:00:00,29014.3,29249.2,28951.1,29137.4,35790.132
2023-08-02 18:00:00,29137.5,29153.2,29019.0,29138.0,14741.097
2023-08-02 19:00:00,29138.0,29200.0,29118.2,29141.8,8766.663
2023-08-02 20:00:00,29141.8,29161.7,29093.0,29129.9,5085.637
2023-08-02 21:00:00,29129.9,29198.0,29050.3,29166.9,6469.96
2023-08-02 22:00:00,29166.9,29229.1,29156.4,29174.0,7342.88
2023-08-02 23:00:00,29174.0,29179.0,29120.7,29170.1,4925.012
2023-08-03 00:00:00,29170.2,29216.4,29150.0,29158.1,5605.665
2023-08-03 01:00:00,29158.0,29273.1,29141.9,29240.9,7458.198
2023-08-03 02:00:00,29240.9,29261.9,29110.0,29160.5,7498.623
2023-08-03 03:00:00,29160.5,29171.7,29116.0,29170.1,3568.617
2023-08-03 04:00:00,29170.1,29185.2,29070.8,29126.1,6284.754
2023-08-03 05:00:00,29126.2,29146.3,29078.0,29140.1,4269.141
2023-08-03 06:00:00,29140.0,29148.0,29025.0,29076.8,7044.134
2023-08-03 07:00:00,29076.7,29097.4,29005.0,29034.0,11285.888
2023-08-03 08:00:00,29034.0,29115.9,28955.4,29110.9,17810.217
2023-08-03 09:00:00,29110.9,29156.6,29094.5,29141.0,8704.578
2023-08-03 10:00:00,29141.0,29193.5,29138.1,29161.8,6878.882
2023-08-03 11:00:00,29161.8,29178.1,29114.5,29134.2,5877.276
2023-08-03 12:00:00,29134.1,29157.4,29068.0,29097.2,8573.105
2023-08-03 13:00:00,29097.2,29234.4,29095.3,29184.9,13530.675
2023-08-03 14:00:00,29184.9,29440.0,29168.8,29380.1,31376.403
2023-08-03 15:00:00,29380.0,29430.1,29185.0,29244.4,24873.108
2023-08-03 16:00:00,29244.4,29320.8,29202.0,29286.7,13582.336
2023-08-03 17:00:00,29286.6,29359.9,29212.0,29215.7,15252.993
2023-08-03 18:00:00,29215.7,29259.8,29119.3,29255.2,14682.373
2023-08-03 19:00:00,29255.1,29292.4,29203.8,29265.7,5740.97
2023-08-03 20:00:00,29265.6,29352.4,29255.5,29293.8,12009.88
2023-08-03 21:00:00,29293.8,29331.5,29217.0,29244.5,5879.957
2023-08-03 22:00:00,29244.6,29260.2,29150.0,29220.8,10561.729
2023-08-03 23:00:00,29220.8,29231.1,29178.6,29180.2,3618.44
2023-08-04 00:00:00,29180.1,29244.4,29150.0,29222.1,7691.576
2023-08-04 01:00:00,29222.0,29225.2,29174.6,29184.3,3674.43
2023-08-04 02:00:00,29184.4,29199.9,29079.6,29150.1,8542.818
2023-08-04 03:00:00,29150.2,29166.3,29120.0,29152.6,4539.937
2023-08-04 04:00:00,29152.6,29199.5,29120.3,29199.4,3973.393
2023-08-04 05:00:00,29199.4,29241.6,29186.7,29225.1,5015.343
2023-08-04 06:00:00,29225.0,29243.9,29170.3,29184.8,5056.665
2023-08-04 07:00:00,29184.7,29204.4,29153.6,29201.6,4828.04
2023-08-04 08:00:00,29201.6,29250.0,29160.6,29172.1,7738.903
2023-08-04 09:00:00,29172.0,29215.0,29160.0,29190.9,4466.668
2023-08-04 10:00:00,29190.9,29191.0,29135.2,29152.8,5325.755
2023-08-04 11:00:00,29152.8,29176.0,29121.3,29157.2,4982.912
2023-08-04 12:00:00,29157.2,29263.2,29116.0,29208.7,16332.375
2023-08-04 13:00:00,29208.7,29323.8,29196.0,29225.0,17595.302
2023-08-04 14:00:00,29225.0,29275.2,29152.2,29240.4,13481.747
2023-08-04 15:00:00,29240.4,29291.0,29215.4,29258.8,6306.972
2023-08-04 16:00:00,29258.8,29273.6,29233.3,29251.7,4845.255
2023-08-04 17:00:00,29251.6,29258.0,29181.8,29188.0,5003.886
2023-08-04 18:00:00,29188.0,29188.0,28919.9,29048.1,38756.877
2023-08-04 19:00:00,29048.0,29096.0,29001.0,29021.0,12887.317
2023-08-04 20:00:00,29021.0,29073.7,28780.0,28952.1,26033.209
2023-08-04 21:00:00,28952.1,29094.9,28942.3,29042.5,12588.614
2023-08-04 22:00:00,29042.5,29081.8,29042.5,29042.7,4158.152
2023-08-04 23:00:00,29042.8,29115.0,29040.5,29101.1,5569.527
2023-08-05 00:00:00,29101.1,29145.0,29081.1,29104.9,5681.994
2023-08-05 01:00:00,29104.9,29119.8,29051.1,29068.5,5329.483
2023-08-05 02:00:00,29068.6,29094.0,29059.1,29073.6,2860.039
2023-08-05 03:00:00,29073.7,29096.2,29069.4,29082.6,2005.866
2023-08-05 04:00:00,29082.6,29082.7,29020.5,29045.0,4400.781
2023-08-05 05:00:00,29045.0,29089.2,29034.1,29086.9,3194.685
2023-08-05 06:00:00,29086.9,29086.9,29048.6,29056.0,1969.826
2023-08-05 07:00:00,29055.9,29059.5,29033.5,29037.9,2230.983
2023-08-05 08:00:00,29037.9,29083.0,29030.1,29077.1,3446.263
2023-08-05 09:00:00,29077.0,29077.1,29047.1,29047.2,2035.835
2023-08-05 10:00:00,29047.1,29070.4,29033.0,29050.0,2646.25
2023-08-05 11:00:00,29050.1,29068.8,29035.3,29040.6,2558.067
2023-08-05 12:00:00,29040.6,29040.9,28960.0,29004.0,10612.54
2023-08-05 13:00:00,29004.0,29024.5,28983.0,29016.4,4289.181
2023-08-05 14:00:00,29016.5,29072.9,29016.5,29058.9,6514.745
2023-08-05 15:00:00,29059.0,29069.2,28997.9,29032.4,4531.289
2023-08-05 16:00:00,29032.5,29040.0,28997.4,29021.7,3097.586
2023-08-05 17:00:00,29021.8,29063.4,29021.7,29053.5,2901.336
2023-08-05 18:00:00,29053.5,29092.1,29044.3,29065.5,3437.485
2023-08-05 19:00:00,29065.5,29077.8,29054.1,29056.9,2178.34
2023-08-05 20:00:00,29056.9,29062.3,29041.5,29044.0,1799.301
2023-08-05 21:00:00,29044.0,29074.6,29044.0,29063.5,1481.262
2023-08-05 22:00:00,29063.5,29084.3,29048.8,29078.5,2109.42
2023-08-05 23:00:00,29078.5,29078.6,29057.7,29057.7,1196.067
2023-08-06 00:00:00,29057.7,29057.9,29045.0,29053.4,1967.489
2023-08-06 01:00:00,29053.5,29055.0,29023.7,29026.3,1712.739
2023-08-06 02:00:00,29026.3,29070.3,29023.4,29059.9,3240.004
2023-08-06 03:00:00,29059.9,29060.0,29043.9,29053.5,1254.119
2023-08-06 04:00:00,29053.5,29072.4,29050.7,29064.8,2040.147
2023-08-06 05:00:00,29064.8,29091.9,29064.7,29091.9,2162.286
2023-08-06 06:00:00,29091.8,29097.0,29028.0,29060.8,4149.264
2023-08-06 07:00:00,29060.8,29100.0,29059.5,29081.4,3105.74
2023-08-06 08:00:00,29081.3,29132.0,29078.1,29098.0,6304.648
2023-08-06 09:00:00,29098.0,29098.1,29060.0,29072.4,4025.412
2023-08-06 10:00:00,29072.4,29072.5,29036.0,29058.1,3561.771
2023-08-06 11:00:00,29058.0,29073.7,29053.3,29067.0,1969.77
2023-08-06 12:00:00,29067.0,29067.7,29015.1,29026.2,5125.317
2023-08-06 13:00:00,29026.1,29032.8,29002.0,29002.0,4478.493
2023-08-06 14:00:00,29002.0,29057.2,28978.5,29028.9,6277.364
2023-08-06 15:00:00,29028.8,29043.9,28988.3,29001.0,3061.977
2023-08-06 16:00:00,29001.1,29082.5,28983.7,29078.6,6998.909
2023-08-06 17:00:00,29078.6,29089.5,29041.1,29079.0,5461.255
2023-08-06 18:00:00,29078.9,29095.0,29059.4,29076.0,3284.228
2023-08-06 19:00:00,29076.0,29091.0,29060.1,29076.9,2322.615
2023-08-06 20:00:00,29077.0,29177.4,29064.5,29126.2,7396.199
2023-08-06 21:00:00,29126.2,29199.0,29025.0,29077.4,13021.34
2023-08-06 22:00:00,29077.4,29155.7,29047.9,29085.8,7155.072
2023-08-06 23:00:00,29085.9,29091.2,29064.0,29075.9,3018.282
2023-08-07 00:00:00,29075.9,29088.9,29005.5,29046.4,6289.42
2023-08-07 01:00:00,29046.5,29195.0,29043.7,29133.5,10715.121
2023-08-07 02:00:00,29133.6,29220.7,29108.1,29186.5,7346.397
2023-08-07 03:00:00,29186.5,29200.1,29136.5,29148.9,5610.108
2023-08-07 04:00:00,29148.8,29186.6,29146.8,29172.3,4033.683
2023-08-07 05:00:00,29172.2,29172.3,29110.2,29115.5,4633.695
2023-08-07 06:00:00,29115.5,29117.5,29036.5,29041.4,8116.348
2023-08-07 07:00:00,29041.3,29105.3,29037.0,29084.7,5954.794
2023-08-07 08:00:00,29084.7,29084.7,29041.0,29050.1,4559.386
2023-08-07 09:00:00,29050.1,29089.0,29031.0,29081.0,6099.232
2023-08-07 10:00:00,29080.9,29146.2,29076.1,29134.5,8528.968
2023-08-07 11:00:00,29134.6,29134.6,29076.0,29085.8,4032.856
2023-08-07 12:00:00,29085.9,29148.8,29025.1,29070.2,16357.223
2023-08-07 13:00:00,29070.3,29082.2,29016.3,29019.4,10594.555
2023-08-07 14:00:00,29019.3,29065.6,28951.8,29018.3,15317.473
2023-08-07 15:00:00,29018.3,29022.4,28771.0,28853.2,43195.853
2023-08-07 16:00:00,28853.2,28969.6,28682.3,28930.2,46195.928
2023-08-07 17:00:00,28930.3,28979.8,28854.8,28965.1,14863.431
2023-08-07 18:00:00,28965.2,29177.0,28958.6,29080.0,30887.713
2023-08-07 19:00:00,29080.0,29144.9,29040.0,29144.9,9930.092
2023-08-07 20:00:00,29144.9,29194.7,29107.7,29186.5,8257.521
2023-08-07 21:00:00,29186.5,29274.5,29123.9,29184.3,16502.248
2023-08-07 22:00:00,29184.2,29198.2,29154.0,29170.6,5671.672
2023-08-07 23:00:00,29170.7,29211.0,29151.5,29202.7,4058.722
2023-08-08 00:00:00,29202.7,29254.8,29171.8,29253.9,6278.609
2023-08-08 01:00:00,29253.8,29255.0,29135.0,29140.8,7481.066
2023-08-08 02:00:00,29140.9,29195.0,29132.4,29160.8,4233.921
2023-08-08 03:00:00,29160.8,29199.0,29160.7,29182.8,3211.694
2023-08-08 04:00:00,29182.8,29226.3,29170.2,29216.8,4952.523
2023-08-08 05:00:00,29216.8,29330.0,29215.2,29232.7,13132.25
2023-08-08 06:00:00,29232.8,29263.5,29208.3,29210.9,6001.047
2023-08-08 07:00:00,29211.0,29224.0,29172.5,29177.0,6027.265
2023-08-08 08:00:00,29177.0,29196.0,29169.3,29169.3,3642.89
2023-08-08 09:00:00,29169.4,29209.7,29160.0,29191.4,5297.539
2023-08-08 10:00:00,29191.3,29312.0,29189.5,29289.1,10991.495
2023-08-08 11:00:00,29289.0,29439.0,29270.1,29428.0,26261.597
2023-08-08 12:00:00,29428.1,29585.0,29349.0,29561.1,39632.075
2023-08-08 13:00:00,29561.0,29666.0,29336.6,29347.1,53134.779
2023-08-08 14:00:00,29347.1,29530.0,29346.6,29422.1,21076.939
2023-08-08 15:00:00,29422.1,29593.8,29422.0,29517.5,16814.734
2023-08-08 16:00:00,29517.5,29832.6,29516.1,29732.2,51441.644
2023-08-08 17:00:00,29732.2,29877.0,29681.0,29794.6,32527.47
2023-08-08 18:00:00,29794.6,29944.8,29745.2,29830.4,34514.882
2023-08-08 19:00:00,29830.4,29934.5,29820.1,29866.4,17884.703
2023-08-08 20:00:00,29866.4,29994.0,29823.1,29967.0,17787.704
2023-08-08 21:00:00,29966.9,30250.0,29807.1,29848.1,48115.368
2023-08-08 22:00:00,29848.2,29876.7,29674.1,29756.4,21292.954
2023-08-08 23:00:00,29756.4,29816.8,29745.0,29759.0,7534.653
2023-08-09 00:00:00,29758.9,29855.5,29758.1,29765.1,8792.249
2023-08-09 01:00:00,29765.0,29874.5,29750.0,29841.0,7403.654
2023-08-09 02:00:00,29840.9,29851.8,29628.0,29680.1,20766.234
2023-08-09 03:00:00,29680.2,29734.5,29661.4,29710.0,7136.241
2023-08-09 04:00:00,29710.0,29757.1,29692.9,29749.3,5468.962
2023-08-09 05:00:00,29749.3,29784.4,29720.0,29724.9,6104.039
2023-08-09 06:00:00,29724.9,29730.0,29650.0,29712.2,12503.965
2023-08-09 07:00:00,29712.2,29809.8,29707.7,29807.9,9602.697
2023-08-09 08:00:00,29807.8,29835.0,29759.8,29823.5,9445.991
2023-08-09 09:00:00,29823.4,29823.5,29761.8,29768.8,5720.2
2023-08-09 10:00:00,29768.7,29844.5,29715.6,29827.6,10336.352
2023-08-09 11:00:00,29827.6,29905.8,29778.4,29877.1,13607.405
2023-08-09 12:00:00,29877.1,30085.0,29850.0,30064.6,30371.895
2023-08-09 13:00:00,30064.6,30149.7,29850.0,29867.6,31492.829
2023-08-09 14:00:00,29867.6,29943.7,29739.1,29745.0,27873.455
2023-08-09 15:00:00,29744.9,29788.9,29663.0,29749.4,22835.896
2023-08-09 16:00:00,29749.3,29764.9,29500.0,29504.4,35586.385
2023-08-09 17:00:00,29504.4,29584.8,29434.0,29501.4,33863.255
2023-08-09 18:00:00,29501.4,29580.0,29437.8,29508.9,12654.025
2023-08-09 19:00:00,29508.9,29541.1,29366.0,29404.2,12839.804
2023-08-09 20:00:00,29404.3,29509.0,29362.0,29493.5,13127.443
2023-08-09 21:00:00,29493.6,29549.8,29427.0,29515.3,9227.753
2023-08-09 22:00:00,29515.4,29596.9,29501.8,29595.4,8015.063
2023-08-09 23:00:00,29595.3,29619.7,29548.5,29572.8,7233.909
2023-08-10 00:00:00,29572.9,29629.6,29550.4,29612.7,8281.898
2023-08-10 01:00:00,29612.7,29650.0,29559.7,29593.8,8885.448
2023-08-10 02:00:00,29593.9,29637.0,29565.1,29565.2,4964.252
2023-08-10 03:00:00,29565.2,29605.0,29550.4,29568.9,4267.137
2023-08-10 04:00:00,29568.9,29570.0,29520.6,29530.3,6116.91
2023-08-10 05:00:00,29530.3,29613.2,29495.0,29580.5,7664.63
2023-08-10 06:00:00,29580.4,29605.5,29500.9,29503.4,6159.125
2023-08-10 07:00:00,29503.4,29559.0,29477.2,29504.0,6185.367
2023-08-10 08:00:00,29504.0,29525.7,29482.1,29506.7,4236.736
2023-08-10 09:00:00,29506.7,29553.0,29461.4,29528.0,6822.383
2023-08-10 10:00:00,29528.0,29552.9,29500.2,29545.9,3793.307
2023-08-10 11:00:00,29546.0,29551.0,29467.8,29490.0,6230.901
2023-08-10 12:00:00,29490.0,29620.0,29471.4,29552.2,30338.103
2023-08-10 13:00:00,29552.2,29684.9,29510.0,29669.8,20046.79
2023-08-10 14:00:00,29669.8,29729.8,29380.0,29483.7,38418.292
2023-08-10 15:00:00,29483.7,29516.9,29415.8,29452.8,12639.822
2023-08-10 16:00:00,29452.9,29467.2,29366.4,29419.5,15015.904
2023-08-10 17:00:00,29419.4,29456.0,29303.7,29404.1,16287.007
2023-08-10 18:00:00,29404.1,29472.6,29384.7,29426.5,8696.685
2023-08-10 19:00:00,29426.4,29445.7,29372.2,29435.5,6279.29
2023-08-10 20:00:00,29435.4,29480.0,29413.7,29446.4,6136.535
